農産物直売所	農産物直売所	店舗サービス
魚市場	魚市場	店舗サービス
食品サービス	食品サービス	店舗サービス
グルメショップ	グルメ	店舗サービス
食料品店	食料品店	店舗サービス
健康食品店	健康食品店	店舗サービス
酒屋	酒屋	店舗サービス
オーガニック食料品店	オーガニック食料品店	店舗サービス
ソーセージ店	ソーセージ店	店舗サービス
屋台村	屋台村	店舗サービス
スーパーマーケット	スーパーマーケット	店舗サービス
ワインショップ	ワインショップ	店舗サービス
額縁屋	額縁屋	店舗サービス
八百屋	八百屋	店舗サービス
家具 / 家財店	家具 / 家	店舗サービス
照明器具店	照明器具	店舗サービス
ゲームカフェ	ゲームカフェ	店舗サービス
園芸用品店	園芸用品店	店舗サービス
ガソリンスタンド	ガソリンスタンド	店舗サービス
ギフトショップ	ギフトショップ	店舗サービス
銃砲店	銃砲店	店舗サービス
金物屋	金物屋	店舗サービス
ヘルス＆ビューティーサービス	ヘルス＆ビューティー	店舗サービス
ハーブ＆スパイス店	ハーブ＆スパイス店	店舗サービス
ホビーショップ	ホビーショップ	店舗サービス
ホームサービス	ホームサービス	店舗サービス
狩猟用品	狩猟用品	店舗サービス
IT サービス	IT サービス	店舗サービス
ネットカフェ	ネットカフェ	店舗サービス
宝飾店	宝飾	店舗サービス
編み物専門店	編み物用品	店舗サービス
コインランドリー	コインランドリー	店舗サービス
クリーニング店	ランドリー	店舗サービス
弁護士	弁護士	店舗サービス
革用品店	革用品	店舗サービス
鍵屋	鍵屋	店舗サービス
宝くじ売り場	宝くじ	店舗サービス
カバン店	カバン店	店舗サービス
マリファナ販売所	マリファナ	店舗サービス
市場	市場	店舗サービス
マッサージスタジオ	マッサージスタジオ	店舗サービス
マットレス専門店	マットレス専門店	店舗サービス
その他の店舗	店舗	店舗サービス
携帯ショップ	携帯電話	店舗サービス
歩行支援用具販売店	歩行支援用具販売店	店舗サービス
オートバイショップ	オートバイショップ	店舗サービス
ミュージックストア	ミュージックストア	店舗サービス
ネイルサロン	ネイルサロン	店舗サービス
新聞スタンド	新聞スタンド	店舗サービス
メガネ店	メガネ	店舗サービス
その他の修理店	その他の修理	店舗サービス
アウトドア用品店	アウトドア用品	店舗サービス
アウトレット店	アウトレット店	店舗サービス
紙 / 事務用品店	紙 / 事務用品	店舗サービス
質屋	質屋	店舗サービス
香水店	香水店	店舗サービス
ペットサービス	ペットサービス	店舗サービス
ペットショップ	ペットショップ	店舗サービス
写真現像所	写真現像所	店舗サービス
写真スタジオ	写真スタジオ	店舗サービス
ピアス店	ピアス店	店舗サービス
期間限定店	期間限定店	店舗サービス
印刷店	印刷店	店舗サービス
不動産屋	不動産	店舗サービス
CDショップ	CDショップ	店舗サービス
レコーディングスタジオ	レコーディングスタジオ	店舗サービス
リサイクル施設	リサイクル	店舗サービス
レンタル店	レンタル店	店舗サービス
美容院 / 理髪店	美容院 / 理髪店	店舗サービス
美容院 / 床屋	美容院 / 床屋	店舗サービス
運送業	運送業	店舗サービス
靴修理店	靴修理店	店舗サービス
Shopping Mall	モール	店舗サービス
スキー用品店	スキー用品店	店舗サービス
たばこ屋	たばこ屋	店舗サービス
スムージー専門店	スムージー専門店	店舗サービス
土産店	土産店	店舗サービス
スパ	スパ	店舗サービス
スポーツ用品店	スポーツ用品	店舗サービス
文具店	文具店	店舗サービス
貯蔵設備	貯蔵設備	店舗サービス
仕立屋	仕立屋	店舗サービス
日焼けサロン	日焼けサロン	店舗サービス
タトゥー店	タトゥー	店舗サービス
リサイクル / ビンテージストア	リサイクル / ビンテージ	店舗サービス
おもちゃ / ゲーム店	おもちゃ & ゲーム	店舗サービス
旅行代理店	旅行代理店	店舗サービス
古本屋	古本屋	店舗サービス
電子タバコ店	電子タバコ店	店舗サービス
ビデオゲーム店	ビデオゲーム	店舗サービス
ビデオ店	ビデオ店	店舗サービス
ウェアハウスストア	ウェアハウスストア	店舗サービス
時計店	時計店	店舗サービス
空港	空港	旅行交通
空港のフードコート	フードコート	旅行交通
搭乗ゲート	ゲート	旅行交通
空港ラウンジ	ラウンジ	旅行交通
空港サービス	空港サービス	旅行交通
空港ターミナル	ターミナル	旅行交通
空港トラム	トラム	旅行交通
飛行機	飛行機	旅行交通
自転車レンタル / シェアリング	自転車	旅行交通
ボートまたはフェリー	ボート / フェリー	旅行交通
国境通過地点	国境通過地点	旅行交通
バスターミナル	バスターミナル	旅行交通
バス路線	バス	旅行交通
バス停	バス停	旅行交通
ケーブルカー	ケーブルカー	旅行交通
クルーズ	クルーズ	旅行交通
旅行全般	旅行	旅行交通
ヘリポート	ヘリポート	旅行交通
ホテル	ホテル	旅行交通
ビジネスホテル	ビジネスホテル	旅行交通
下宿屋	下宿	旅行交通
ユースホステル	ユースホステル	旅行交通
ホテルのプール	プール	旅行交通
モーテル	モーテル	旅行交通
リゾート	リゾート	旅行交通
ルーフデッキ	ルーフデッキ	旅行交通
バケーションレンタル	バケーションレンタル	旅行交通
交差点	交差点	旅行交通
ライトレール駅	ライトレール	旅行交通
地下鉄駅	地下鉄	旅行交通
移動目標	移動目標	旅行交通
埠頭	桟橋	旅行交通
港	港	旅行交通
RV パーク	RV パーク	旅行交通
レンタカー営業所	レンタカー	旅行交通
サービスエリア	サービスエリア	旅行交通
道路	道路	旅行交通
通り	通り	旅行交通
タクシー乗り場	タクシー乗り場	旅行交通
タクシー	タクシー	旅行交通
料金所	料金所	旅行交通
料金所	料金所	旅行交通
観光案内所	観光案内	旅行交通
鉄道駅	鉄道駅	旅行交通
プラットホーム	プラットホーム	旅行交通
列車	列車	旅行交通
トラム駅	トラム	旅行交通
輸送サービス	輸送サービス	旅行交通
旅行ラウンジ	ラウンジ	旅行交通
トンネル	トンネル	旅行交通
